,Seller,Product,Price,Quality,Likes,Comments,Category,Log Price,Log Likes
2135,covid.sale.clearance,all-in-one stand for ps4 / ps4 slim / ps4 pro - innoaura vertical stand cooling fan with touch control panel + controller charging station + temperature sensor for all playstation 4 consoles,30.0,1,3,All-in-One Stand for PS4 / PS4 Slim / PS4 Pro - innoAura Vertical Stand Cooling Fan with Touch control panel + Controller Charging Station + Temperature Sensor for All PlayStation 4 Consoles  Brand new  item sold nonrefundable    This Vertical stand is especially created for PlayStation 4 all models,air,3.4339872044851463,1.3862943611198906
2136,andigitallock8888888,digital door&gate  lock +gate bundle deal,1188.0,1,1,Intend to change a new look for your entrance??  We have great deal for you !!! At a unbelievable price !!! For more info kindly contact  @81617614 (Serene  An Digital lock ),others,7.080867896690782,0.6931471805599453
2137,toffee,original hp 65xl black ink cartridge n9k04aa,0.0,1,10,"Brand new. Original HP 65XL Black Ink Cartridge for sale. Compatible with HP DeskJet 3723. HP printer Envy 5020, 5012, HP DeskJet 3721, 2636, 2624, 2620,  2621, 2623, 2635",printers,0.0,2.3978952727983707
2138,monkeystall,"rankie displayport dp to hdmi cable, 4k resolution ready, 6 feet, black",16.0,1,3,"BRAND NEW IN BOX  The 6 Feet cable connects a DisplayPort/ DisplayPort++ (DP/DP++) enabled computer to an HDTV, monitor, and projector with HDMI input for Audio and video streaming. (Note: not bi-directional. Only converts signal from DP to HDMI) The gold-plated conductors resist corrosion and incre",others,2.833213344056216,1.3862943611198906
2139,f0rte,allreli 4kx2k ultra hd 5 ports hdmi switch,20.0,1,2,"aLLreLi 4Kx2K Ultra HD 5 Ports HDMI Switch w/IR Wireless Remote (Support 3D, 4K@30Hz) - Premium Intelligent High Speed [Gold Plated] Splitter for All HDMI Devices (Xbox 360, PS3, Laptop & HDTV, etc)  Check out my profile for dealing info.  Refer to item details at https://www.allreli.com/product/all",cables/adapters/switches,3.044522437723423,1.0986122886681098
2140,abisu987,apple macbook,1875.0,0,9,"MacBook 12” (under Apple warranty till 25July 2019 Original cost S$ 3186)  1.4GHz dual-core Intel Core i7 processor, Turbo Boost up to 3.6GHz  16GB of 1866MHz LPDDR3 onboard memory 512GB flash storage No scratch , no dent , hardly used , have protective cover , box charger all like new.  S$ 112 mosh",computers/parts,7.53689712956617,2.302585092994046
2141,guanshoong,mifa m1 bluetooth speaker,20.0,0,8,Bluetooth 4.0 8-hour battery life Micro SD card reader Condition 10/10  Selling because rarely use,audio_visual,3.044522437723423,2.1972245773362196
2142,willy1sg,synology ds715 nas,360.0,0,24,Like new condition. Full box. Rarely used. W/o hdd. Max capacity: 8TB x2 Dual gigabit Lan port supports Link Aggregation. Firmware updated to latest version.,others,5.8888779583328805,3.2188758248682006
2143,digitalgeekskid,microsoft office home and student windows 2019,80.0,1,15,Microsoft office home and student 2016 2019 retail packaging  Original and comes with retail box  Windows 10 pro DVD Windows 10 pro USB Microsoft office home and student 2016 Microsoft office home and student 2019  Microsoft office pro 2016 Microsoft office pro 2019 Microsoft Word excel PowerPoint o,others,4.394449154672439,2.772588722239781
2144,ulala9388,yamaha ysp3000 sound bar with build in dual woofer and multiple beams soundbar not bose samsung amplifier,290.0,0,5,Yamaha YSP3000 in good working condition with original remote. Free wall mount bracket that cost $90. Click link for listing http://carousell.com/ulala9388,audio_visual,5.673323267171493,1.791759469228055
2145,shanavaz,"utp flat patch cord,  cat6, 15m",15.0,1,1,Computer Parts & Accessories,others,2.772588722239781,0.6931471805599453
2146,ulala9388,yamaha ysp3000 sound bar with build in dual woofer and multiple beams soundbar not bose samsung amplifier,290.0,0,5,Yamaha YSP3000 in good working condition with original remote. Free wall mount bracket that cost $90. Click link for listing http://carousell.com/ulala9388,audio_visual,5.673323267171493,1.791759469228055
2147,shanavaz,"utp flat patch cord,  cat6, 15m",15.0,1,1,Computer Parts & Accessories,others,2.772588722239781,0.6931471805599453
2148,athena.pc,gaming computer desktop pc. office. home. game room gamer builder diy,435.0,1,183,We are building and service Charge free  We personalised your PC based usually on these factors like. -Your needs -Your wants -Your budget -Durability -Reliability  -Do you want any asethetics or simply just plain.  We are able to build PCs from as small as Deskminis/ITX all the way to EATX Builds W,computers/parts,6.077642243349034,5.214935757608986
2149,ying2_6,tascam usb audio interface,180.0,1,14,Brand new ,audio_visual,5.198497031265826,2.70805020110221
2150,franlu,pioneer ld cd combo player.,400.0,0,2,This is a high-end LD CD combo player with good sound quality to work as a CD player.  Model CLD-HF9G.,others,5.993961427306569,1.0986122886681098
2151,ulala9388,yamaha soundbar,190.0,0,5,Yamaha Sound bar YAS103 Bluetooth Soundbar with build in Woofer. Original remote. Click link for more listings http://carousell.com/ulala9388,audio_visual,5.25227342804663,1.791759469228055
2152,mall2pay,microsoft office 2019 home and student new,80.0,1,62,Brand new sealed in retail packaging. Self collection or deliveries are available. Authentic and new,others,4.394449154672439,4.143134726391533
2153,simonlimx,wh-1000xm3 wireless noise cancelling headphones,250.0,0,19,Audio,audio_visual,5.5254529391317835,2.995732273553991
2154,quick_sell,o-rings for mechanical keyboards,5.0,1,8,Brand new o rings for mechanical keyboards. Dampens sound of your key strokes Fits cherry mx style stems and similar switches. 110 pieces 1.5mm    o ring filco ducky durgod ikbc khail gateron  ,others,1.791759469228055,2.1972245773362196
2155,just.look.around,microsoft surface rt,110.0,0,3,fast deal $90 not for fussy,others,4.709530201312334,1.3862943611198906
2156,transportation_09,ac ryan acr-mixx168 bluetooth wireless mixer w/ 2 wireless uhf mic,150.0,0,2,AC RYAN ACR-MIXX168 BLUETOOTH WIRELESS MIXER W/ 2 WIRELESS UHF MIC  Very rare use . So ya . Price tag is still there. Original price from court : $229   Ps; COVER WAS NOT INCLUDED AS ITS FOR HYGIENE PURPOSE ,audio_visual,5.017279836814924,1.0986122886681098
2157,jnd_express,oneodio wired dj headphone,40.0,1,2,"OneOdio A71 Wired Over Ear Headphones, Studio Headphones with SharePort, Professional Monitor Recording & Mixing Foldable Headphones with Stereo Sound for Electric Drum Keyboard Guitar Amp (Red)",audio_visual,3.713572066704308,1.0986122886681098
2158,karunggunee,1080p hd webcam laptop desktop webcam webcam with noise reduction microphone,68.0,1,4,"🍻FREE DELIVERY ABOVE $50🍻 Check out my profile:  carousell.com/karunggunee  LOETAD HD 1080P Webcam Makes You Enjoy Happy Online Chat Time It can be widely used in various places, like video conference, one to one distance learning, video chat, recording and streaming, Live Broadcast. Specification: ",audio_visual,4.23410650459726,1.6094379124341003
2159,pocket.money,"usb 3.0 hub - techole aluminum usb ethernet adapter splitter with rj45 10/100/1000mbps gigabit network lan port - 3 ports usb 3.0 hub -type c adapter for windows 7/8/10, linux,mac,chromebook,pc etc",27.0,1,1,"【Gigabit Ethernet Adapter】Access superfast network speeds of up to 1000Mbps without interruption, backward compatible with 10/100. This usb ethernet adapter features faster and more reliable network performance. 【Three USB 3.0 Ports】Easily add 3 USB 3.0 Superspeed ports to your PC and enjoy fast dat",cables/adapters/switches,3.332204510175204,0.6931471805599453
2160,mansfielde,actxa steps tracker,9.0,1,1,Others,others,2.302585092994046,0.6931471805599453
2161,ulala9388,lg sound bar nb2530a 2.1ch bluetooth with build in subwoofer soundbar not samsung yamaha amplifier,80.0,0,2,LG NB2530A Bluetooth Sound bar with build in Subwoofer. Note : One out of 2 Optical input cannot be inserted. Some scratches on the cone speaker but does not affect sound performance. Come with new OEM remote. Click link for more listings http://carousell.com/ulala9388,audio_visual,4.394449154672439,1.0986122886681098
2162,dc_auctions,kkmoon 4-digit digital clock kits led talking clock diy kit with pcb for soldering practice learning electronics with english instructions,17.99,1,2,Brand new  Blue   Features & details 【School Science Project】: The DIY Clock Kits are used to installed to a 5-Digit Digital Electronic Clock. It is widely used in schools to help students learn basic mechanical and electronic skills. Highly recommended to practice soldering skills enjoyably for you,time,2.9439125248241944,1.0986122886681098
2163,itech_ah,"ivanky displayport 1.2 cable 6.6ft dp cable not hdmi nylon braided 2k144hz, 4k60hz high speed displayport to displayport cable compatible pc, laptop, tv - slim aluminum shell, grey",18.0,1,5,Others,cables/adapters/switches,2.9444389791664403,1.791759469228055
2164,limahhuat,aiwa portable am/fm radio clock,20.0,1,12,Vintage but new set,time,3.044522437723423,2.5649493574615367
2165,titus1984,samsung galaxy buds not the plus version,80.0,0,3,hardly use it because it does not fit my ear. comes with full box. bought sept last yr( can show receipt). protection case on since day 1. no issue with wireless charging even with case on.   no warranty but feel free to test before u buy. no trades.,audio_visual,4.394449154672439,1.3862943611198906
2166,kanken,lube mechanical keyboard switches/ stabilizers services,0.5,1,14,Switch Lubing Services: $0.40 per switch if you provide your lube. $0.50 per switch if I provide the lube.  I will be using Krytox 205g0 and GPL 105(for spring).  Please provide your own switch films/ springs if you would like me to install for you. Additional charge from $5 depending on number of s,keyboards/mouse/chargers,0.4054651081081644,2.70805020110221
2167,canonjackcurry,2x8gb teamgroup t-force delta rgb ddr4 3200mhz cl 16 ram,129.0,1,11,BNIB with lifetime warranty.  Meetups west side or mailing(pm for info).,computers/parts,4.867534450455582,2.4849066497880004
2168,gainzcity,"like new  x1 yoga thinkpad max specifications 14"" 4k 1tb 16gb, intel core i7 7th gen",1900.0,0,29,"MAX SPECS LAPTOP!! DON'T ASK TOO MUCH QUESTIONS AS I'M NOT LAPTOP GURU!  UP: $3998 (http://laptopsingapore.org/lenovo-thinkpad-x1-yoga-i7-7600-16gb-1tb-ssd-14inch-wqhd-touch.html) SELL: $1888 (FIXED PRICE)  I7 >>> I5, 1TB SSD >>> 512GB or 256GB SSD  Condition: 9.5/10. My aunt purchased this previous",computers/parts,7.550135342488429,3.4011973816621555
2169,zuesorzane,asus gaming pc,299.8,1,2,i5 2400 processor 4gb ram 500gb hard disk Gtx650 gaming or designing graphic card Windows 10 Professional Office Professional Plus 2019 One year onsite warranty Free Delivery And Installation $299.80,computers/parts,5.706445592075685,1.0986122886681098
2170,vie_verte,royal kludge rk61 ice white keyboard,60.0,1,74,$55 for Pre~order $60 for available stock  100% brand new Ice blue backlight Come with USB cable,keyboards/mouse/chargers,4.110873864173311,4.31748811353631
2171,koyei35,bluetooth  wireless condenser karaoke microphone player mic speaker,20.0,1,1,Features:  Style:Handhold Microphone come amplifier speaker  Communication:Wireless Bluetooth  Use:Karaoke Microphone/recorder/Bluetooth speaker/loudspeaker  Wireless:Bluetooth 3.0  Pickup: Condenser  Reverb Mode: Echo reverberation  Output Power: 10mW  Speaker Output Power: 5W*2  Frequency Range:10,audio_visual,3.044522437723423,0.6931471805599453
2172,kwehhyrl,💥 bundle canon pg810 black and cl811 color original ink cartridge,61.0,1,18,👉Brand New In Box  👉 Ink Capacity: 9ml  👉 Page Yield:  Black : Approximately 300 pages  Color : Approximately  240 pages  👉 Compatible Models:  - iP2770 / iP2772 - MP237 / MP245 / MP258 / MP268 / MP276 / MP287 / MP486 / MP496 /    MP497 - MX328 / MX338 / MX347 / MX357 / MX365 / MX416 / MX426  ❗❗❗Che,printers,4.127134385045092,2.9444389791664403
2173,whatiselling,hp probook 4310s,90.0,0,2,"Intel core 2 duo 4gb ram 320gb hdd Window 7 1 charger microsoft office No battery  price is nego, serious buyer pm me, can do delivery depend on your location ",others,4.51085950651685,1.0986122886681098
2174,kwehhyrl,💥 toshiba 1tb hdd hard disk drive canvio advance,78.0,1,6,"👉 Interface USB 3.0 (USB 2.0 compatible)  👉 System requirements Formatted NTFS for Microsoft® Windows® 10, Windows® 8.1, Windows® 7; One free port of USB 3.0 or USB 2.0 Requires reformatting for macOS v10.15/v10.14 /v10.13 /v10.12/v10.11/10.10  👉 Warranty 3 years  👉 Box Content Canvio Advance USB 3.",computers/parts,4.3694478524670215,1.9459101490553132
2175,asignaturebeauty,dell optiplex 790 sff,120.0,0,74,"4 units left of my husband's office computer to sell away, either 1 pc by 1 pc or more it's acceptable. main is I just wish to clear it as soon as possible. 
 
 sold 5 of the units without the HDD and only 1 unit of the one with HDD. So reposting for the final 4 units to clear. The price is final no",computers/parts,4.795790545596741,4.31748811353631
2176,kwehhyrl,💥 bundle hp 680 black and color original ink cartridge,62.0,1,5,"👉 Page yield: Black : Approximately 480 pages~ Color: Approximately 150 pages~  👉 Standalone Pricing: Black : $22 Color : $24  👉 Hardware Compatibility:  HP DeskJet 1115, 1118, 2135, 2138, 2675, 2676, 2677, 2678, 3635, 3636, 3638, 3775, 3776, 3777, 3778, 3779, 3835, 3838, 4535, 4536, 4538, 4675, 467",printers,4.143134726391533,1.791759469228055
2177,kwehhyrl,💥 wise solid state drive internal ssd 120gb/240gb/480gb/1tb,38.5,1,34,"👉 Available in: 120GB ($38.50) 240GB ($56) 480GB ($89) 1TB ($175)  👉 3 years Warranty ✅  👉 High Quality Product with Affordable Pricing ✅  👉 Customized Made Product ✅  👉 Sata III  🎉 We do accept bulk purchase! PM me.  ❗❗❗ Check out my other products which might interest you  Tags: ssd, laptop, compu",computers/parts,3.676300671907076,3.5553480614894135
2178,g1protv.com,updated 15/5/2020 instock latest android 9 / android tv box moon tv bundle package,109.0,1,585,🛑🛑READ ON MORE🛑🛑  💥DONT SPEND MORE ON YOUR EXPENSIVE SUBSCRIPTIONS💥  LATEST  ANDROID 9 TV BOX !! 2GB 16B: $109 INCLUDED 🔥FREE🔥  THOUSANDS OF LATEST  MOVIES / TVSERIES / LIVE CHANNELS / SPORTS CHANNELS AND MANY MORE FROM ALL OVER THE WORLD LIVE CHANNELS!!  ✅OPTIONAL ADD ON✅ MOST STABLE MOON TV 300++ ,audio_visual,4.700480365792417,6.373319789577012
2179,elnino9,plantronics backbeat pro,45.0,0,2,"Rarely used. Headband cosmetic wear  PU cover for the headband.  Comes with carry pouch, charging cable and audio cable.  Noise Cancelling and other functions works great. Battery Condition 9/10.  Pm for more info",others,3.828641396489095,1.0986122886681098
2180,1314nicole,"yiwu small, portable, dry and wet car vacuum cleaner, dual power, powerful handheld vacuum cleaner for car, home lighting",25.0,1,2,Others,others,3.258096538021482,1.0986122886681098
2181,kwehhyrl,💥 ducky secret optical gaming dpi mouse,34.0,1,3,✅ Condition 10/10 ✅ No scatches or dents. ✅ Sealed In Box  👉 DPI : 400/800/1200/1600/2400/3200/5000 👉 Cable Length : 1.8m 👉 Dimension : 69 x 124.5 x 38 mm 👉 Weight : 120g 👉 With RGB Lighting (Up to 16.8 million colors)  Retail Pricing Average : $55-$70  Website (Ducky) : https://www.duckychannel.com,keyboards/mouse/chargers,3.5553480614894135,1.3862943611198906
2182,yewadrian,"2011 model 27 inch,  i5 2.7ghz intel. 1tb, 8gb ram.",550.0,0,9,"2011 iMac model. Bought in 2012. Been in my room unused for 5 years and it’s still working perfectly. CD reader, SD card reader and all working. No dents, no cracks on screen, no white dots on screen also. No keyboard and mouse as they are no longer working.",others,6.311734809152915,2.302585092994046
2183,newchapters.,stainless steel shot glass for liquor whiskey 4 or 6 pieces,8.5,1,90,Supplement your Bar set with this very cool stainless steel shot glasses! Impress your friends and show them how much you can drink!  6 pieces: $11.50 Black case: $1.50   Essential when playing drinking games with your drinking Kakis and friends!  Metal Type	Stainless Steel Mini Portable Wine Cup   ,others,2.2512917986064953,4.51085950651685
2184,newchapters.,portable mist spray nanodrop face moisturizer,8.5,1,88,"Don’t spend unnecessary money on those spray bottle sold in pharmacy stores! Reusable, easy to use and effective!  Features:  Nanoscale atomization make the moisture can penetrate into the deep skin for cleaning. Quick to produce finest cool fog for moisturizing skin and will not ruin the makeup. Co",others,2.2512917986064953,4.48863636973214
2185,thenice,yamaha vintage stereo amplifier model a-760,280.0,0,65,Good working condition you can test before you decide to buy. Negotiable....,audio_visual,5.638354669333745,4.189654742026425
2186,newchapters.,40x magnifying glass loupe with led light multipurpose jewelry and watch,12.5,1,100,"Ideal for precise analysis of jewelry, watch, electronics and many more!  40X Magnifying Magnifier Glass Jeweler Eye Jewelry Loupe Loop with 2 LED lights! 
 1.100% brand new and high quality
 
 2.This portable yet handy Map Magnifier is light weight as well as very functional.
 
 3.The powerful Ligh",time,2.6026896854443837,4.61512051684126
2187,skkrtbruh,razer blackwidow tournament edition chroma v2 2019,120.0,0,6,Yellow Key switches - linear and silent   Condition 8/10 -Just a few scratches on the   wrist rest Selling or Trading for CSGO Knife,others,4.795790545596741,1.9459101490553132
2188,newchapters.,bluetooth music speaker with led disco light remote activated perfect combination,16.0,1,98,Can be controlled using your phone with Bluetooth! Perfect combination of music and LED disco Light! Definitely a head turner that impress your friends and family! Party like there is no tomorrow! Create your ideal designer home!  Features : Can be controlled via smart phone or tablet by connecting ,audio_visual,2.833213344056216,4.59511985013459
2189,s_18245,philips 5.1 home theatre hts3530,59.0,0,8,"A hardly used home theatre set w Disc player, FM audio, USB, Aux channels in v good condition bcos hardly switch on.  C/w 2 Front, 2 Rear, Centre & Sub Woofer. Pls call: 91380683.",others,4.0943445622221,2.1972245773362196
2190,newchapters.,mini nightwear nightgown v neck for couples spice up your relationship,8.5,1,69,"Get it for your wife and girlfriend! Surprise your boyfriend or husband! Comfortable sleeping night gown! Comes with G string!  🎉 Features: Made of lace, endurable and antiwear Make you super sexy and seductive  lace is comfortable to touch No underwire and no chest pad  Serve as a nightwear and als",others,2.2512917986064953,4.248495242049359
2191,newchapters.,"portable sewing embroidery kit for businesses, home and travel",10.0,1,85,"Very compact and portable, all in 1! Ideal for businesses, home use or for travel! For professional and causal users!   100% Brand New And High Quality Material:ABS+Stainless steel Color:  as picture Size: 12*12.5*3cm  Package Include：     14 cotton reels     1 measuring tape     1 thimble     1 sci",others,2.3978952727983707,4.454347296253507
2192,kokonutmaster,thinkpad e495 3500u 16gb,700.0,0,14,"Comes with receipt. Purchased in mid 2019.  Comes with wireless mouse, laptop bag and charger.  All in pristine condition",computers/parts,6.55250788703459,2.70805020110221
2193,sh_hyperstore,multiplug wall socket extension z735,22.0,1,4,"【Dependable Safety UK Adapter】:CE Certified,850ºC PC flame-retardant material.Built-in safe door,surge protector and overload protector,prevent overloading circuits and protect the devices from power surges, spikes, fire or other unsafe cases. 【2-in-1 Designed Multiplug Adapter】: 3 Outlets and 2 USB",cables/adapters/switches,3.1354942159291497,1.6094379124341003
2194,tllmllvh,portable digital tv,80.0,1,3,"For item images, do give us a message and we will send it to you  Whichever is being displayed in the pictures is what is included in the item  Hello Carousellers👋🏻,  (tllmllvh)  ❌Strictly NO Meet Ups or Self Collection❌  Courier🚚 - Price is included in with the listed price - Courier will take abou",audio_visual,4.394449154672439,1.3862943611198906
2195,newchapters.,led water tap faucet nozzle head changes colour with temperature,8.0,1,86,"Colour changes according to the temperature of the water! Suitable for home and business! Impress your friends and family!  1.This product has mini built-in generating electricity devices, no need of batteries, as long as the water flow it will give out light,  turn off the water, the light goes out",others,2.1972245773362196,4.465908118654584
2196,treoo,beyerdynamic dt 770 pro studio monitoring closed-back circumaural headphone,236.6,1,14,"★ Reference headphones for control and monitoring purpose (closed) ★ Circumaural headphones for professional sound in the studio and on mobile devices ★ Innovative bass reflex system ★ High wearing comfort thanks to soft, circumaural and replaceable ear pads ★ Comfortable fit due to rugged, adjustab",audio_visual,5.47058858748849,2.70805020110221
2197,staywus,mini fridge,130.0,1,9,"Mini Fridge PO With delivery upon stock arrival on the same day. Kindly refer to the picture for more information Due to overwhelming orders, we will be expanding our intake for our dearies customer. Welcome distributor :)",others,4.875197323201151,2.302585092994046
2198,factory.outlets,jbl c230tws wireless in ear earphones bluetooth v5.0 earbuds with microphone and charging box for iphone & android,35.0,1,11,🚚Free delivery to your house   💵Payment by paynow / paylah / bank transfer   🔸Features: Product name: JBLC230TWS Gross weight: 235.00g Connection type: wireless (bluetooth) Usage: mobile phone earphone How to wear: wireless Color: Black，White  Headphone specifications: Sensitivity: 98 db @ 1 KHZ. Au,audio_visual,3.58351893845611,2.4849066497880004
2199,precious_home,pinty red green reflex holographic rifle scope dot sight 4 different reticles,45.0,1,3,PICATINNY RAIL MOUNT: Equipped with a built-in picatinny scope mount base that fits 20mm rails and provides easy sight remounting. 8 SIGHTING OPTIONS: Four interchanging reticle patterns with red and green holograph options (plus adjustable brightness) provide a total of 8 different sights to fine-t,others,3.828641396489095,1.3862943611198906
2200,jonlimjk,bn logitech g502 hero gaming mouse,69.0,1,11,Brand new Logitech g502 hero gaming mouse   Comes with 2 years local warranty ,keyboards/mouse/chargers,4.248495242049359,2.4849066497880004
2201,easyenemy,banana plug for audiophile/hifi price is for 1 piece/pcsfixed price,2.5,1,18,"Please find and click on ""read more"" below and read before you ask question. FIXED PRICE. NOT OPEN TO PRICE AND DEAL LOCATION DISCUSSION.  Please bring exact amount as I might not have change. Prefer first come first serve arrangement based on dealing date. Open to obligation free viewing and trying",cables/adapters/switches,1.252762968495368,2.9444389791664403
2202,gadgetsmimo,aled rgb led strip lights kit 2x5m with remote,55.0,1,3,"LED Strip Lights Kit, Flexible LED Light Strip 32.8Ft/2x5M 5050 150LEDs Non-Waterproof RGB Strip Lighting with Remote DC 12V Power Supply for DIY/Christmas/Party/Decoration (2 Pack)
 
 ★ ALED LIGHT has been approved for Amazon Brand Registry and protected with GCID. ALED LIGHT is the only authorized",remotes/batteries,4.02535169073515,1.3862943611198906
2203,iamshahnow,logitech speakers,25.0,0,2,Logitech Speaker System Z313 Model Wired Remote to control volume  Suitable for Desktop Entertainment.   #Cash and Carry,audio_visual,3.258096538021482,1.0986122886681098
2204,tough_times_dont_last,"video camera, actitop camcorder fhd 1080p 24mp ir night vision 3"" lcd touch screen youtube vlogging camera camcorder with external microphone, wide angle lens, remote control and lens hood",115.0,1,1,https://www.amazon.co.uk/ACTITOP-Camcorder-Vlogging-External-Microphone/dp/B07T84P2J1?ref_=mw_olp_product_details   - Brand new - Brand: Actitop - Model: 301LTRM - Items and accessories are laid out as pic - Screen's film still intact (3rd pic) - Box may not be 100% due to shipping; last pic shows s,audio_visual,4.7535901911063645,0.6931471805599453
2205,bestofdeals,"syncwire magnetic phone car mount 2 pack universal air vent cell phone holder with extra strong magnets compatible with iphone xs max xr x 8 7 plus 6s, samsung s10 s9 s8 edge, mini tablets and more",15.0,1,1,✔Items gone through quality checked  ✔Not for fussy buyer  ✔Flexible collection timing   Features & details  [Ultra-strong magnetic attraction] - Neodymium magnet has been used and the powerful magnetic force can make sure your device be fixed tightly without affecting the signal of the device. Low ,tablets/phones,2.772588722239781,0.6931471805599453
2206,skoh30,lenovo thinkpad ultrabase series 3 docking station with dvd cd-rw,40.0,0,5,"Expand the function of your ThinkPad X220 Series ultraportable or tablet with the sleek and portable ThinkPad UltraBase Series 3 (0A33932). This simple, quick attach docking solution adds a wide array of expansion capabilities, including an optical drive bay, but it is small enough to carry anywhere",computers/parts,3.713572066704308,1.791759469228055
2207,psion3c,nvidia quadro fx1800 gpu,35.0,0,7,want to sell Nvidia Quadro FX1800 graphics card for S$35. interested please msg 94552598,computers/parts,3.58351893845611,2.0794415416798357
2208,sleepyhershey,pc desktop + monitor,170.0,0,11,Selling old desktop that works with window 10. Good for office or for children to browse net.  Working condition. Self collect only.,audio_visual,5.14166355650266,2.4849066497880004
2209,uncledunkle,budget mac mini mid 2011 + i5 processor + 500gb hdd + 8gb ddr3 ram + intel graphics + free ms office,450.0,0,17,i5 Mac Mini Mid 2011 CPU Office / School / Entertainment Desktop PC + 500GB HDD + 8GB DDR3 RAM + Intel(R) HD Graphics 3000 + Free MS Office Model: A1347 (EMC 2442) macOS Catalina (LATEST) 2.3 GHz Dual Core Intel Core i5-2410M Intel(R) HD Graphics 3000  500GB HDD ( Add $150 to upgrade to 500gb SSD) 8,computers/parts,6.111467339502679,2.8903717578961645
2210,buyinconfidence,full hd led projector 2500 lumen t5 upgrade version 1080p,119.0,1,40,"( Feature )
 T5 Upgrade version , upgraded LED lightning with higher brightness
 Picture with keystone correction
 Wireless same screen + Cable simutaneous system
 
 ( Description )
 Project type: Video Projectors
 Resolution: 800*480
 Projection lens: multiple optical coated lenses
 Brightness: 100",audio_visual,4.787491742782046,3.713572066704308
2211,tvmountsg,tv console for display up to 55″ aw1245 whatsapp9856 7355,289.0,1,4,(AW1245) TV Console for Display up to 55″ $299.00 $289.00  Model :AW1245 material glass steel MDF drawing for display up to 55 inch Size 1200*450*1250 VESA 600*400,audio_visual,5.66988092298052,1.6094379124341003
2212,silkmoon,🎊instock recording microphone recording tripod studio broadcasting condenser zoom usb,49.0,1,77,INSTOCK   Specification: Directional: omnidirectional Microphone: capacitor Material: aluminum alloy Sensitivity: -34±3db Microphones size: 6.0 x 2.2 mm high sensitivity anti-interference mic core Pick up range: 6.6 feet /2 meters Operating voltage range: 2.0V Frequency range: 100-16 KHZ Sampling ra,audio_visual,3.912023005428146,4.356708826689592
2213,chpeng23,lg 5.1 speakers,55.0,0,3,LG 5.1 speaker. only collect at amk st21 or old airport rd,audio_visual,4.02535169073515,1.3862943611198906
2214,projectorbeamer.com,120 inch hd projector screen high density,120.0,1,33,For more information Alex at 86492644 Sim Lim Square #02-76,audio_visual,4.795790545596741,3.5263605246161616
2215,lobangking90,lenovo l340 gaming laptop,895.0,1,48,"PLEASE READ FIRST BEFORE ASKING ME ANYTHING OR TRYING TO OFFER ME ANYTHING. AS MY NAME SUGGESTS, THIS IS A LOBANG TO SHARE.   New Lenovo L340 Lobang to share!  Intel® CoreTM i5-9300H Processor (8MB Cache, up to 4.10GHz) 8GB DDR4 2400 ONBOARD Ram 256GB NVMe SSD NVIDIA GeForce GTX 1050 3GB GDDR5 15.6""",computers/parts,6.79794041297493,3.8918202981106265
2216,babycute78,apple 2015 imac 21.5 inch ram8gb hdd1tb intel core i5 like new,880.0,0,5,"Apple iMac 21.5 inch 2015  Processor 2.8GHz intel Core i5 Memory 8GB 1867 MHz DDR3  Graphics intel iris pro Graphics 6200 1536 MB . Sata Disk 1TB .  iMac is still in Mint condition , no scratch no dent 9.5/10 , like New.  ( No keyboard No mouse ).  Contact me by clicking CHAT .  TQ . ",computers/parts,6.78105762593618,1.791759469228055
2217,ricardodanny,type c to hdmi output,14.0,1,10,"- Type C 3.1 to HDMI Output - New arrival. - $14.00 - Punggol. - Left 1 pc only..     For : HP, ACER, DEll, IBM, LENOVO, FUJITSU, SAMSUNG, TOSHIBA, XIOMI, OPPO, etc.",others,2.70805020110221,2.3978952727983707
2218,calvkyl,shanling me500 iem,210.0,0,4,"Shanling ME500 Brass IEM. (not platinum). Condition: 9/10 Includes box and accessories: 2x stock cable, 12 pairs silicone tips, 2 pairs foam tips (unused), metal case, cleaning brush.  Also includes a 8 braid TRN brand Silver-plated copper cable (attached to the iem in picture).  all cables are mmcx",audio_visual,5.351858133476067,1.6094379124341003
2219,originalonly,sonos beam,480.0,0,29,Used for just over a year. Therefore no more warranty. Speaker in great condition. No box. Deal mid June. Will require to collect $50 deposit to secure the deal. ,audio_visual,6.175867270105761,3.4011973816621555
2220,sellerbaysg,"usb microphone -alvoxcon computer mic with headphone monitor jack for mac & windows pc, laptop, podcasting, studio recording, steaming",45.0,1,120,"ANTI-NOISE TREATMENT】 USB mic with 16mm large diaphragm cardioid condenser cartridge & delivers accurate & high density pop filter pristine pickup, capturing wide frequency range content with clear & comfortable sound with low noise. Ideal for broadcasting, music & singing recording, Skype, audio di",audio_visual,3.828641396489095,4.795790545596741
2221,sgmegamart,fitbit charge 4 fitness and activity tracker with built-in gps,269.0,1,6,"*** Fitbit Charge 4 Fitness and Activity Tracker with Built-in GPS ***  Use built-in GPS to see your pace and distance on screen during outdoor runs, rides, hikes and more and see a workout intensity map in the app that shows your heart rate changes along your route  With Active Zone Minutes, feel a",keyboards/mouse/chargers,5.598421958998375,1.9459101490553132
