Seller,Product,Price,Quality,Likes,Comments
readystocklistings,Xiaomi Redmi AirDots Earphone Bluetooth Headset 5.0 TWS True Wireless Stereo SBC Auto Charging Box,28.0,1,3,"Xiaomi Redmi AirDots Earphone Bluetooth Headset 5.0 TWS True Wireless Stereo SBC Cute Mini Light Earphones Auto Charging Box  •	Note: Redmi Airdots (Black Color) without charger cable •	A New Generation of Bluetooth 5.0, faster and more stable •	The music is nice and the call is clear •	Only 4.1g li"
readystocklistings,TaoTronics True Wireless Earbuds Bluetooth 5.0 TWS In-Ear Earphones with Charging Case and Built-in Microphones,85.0,1,4,TaoTronics True Wireless Earbuds Bluetooth 5.0 TWS In-Ear Earphones with Charging Case and Built-in Microphones Easy-pair Sweatproof Mini Touch Control Earbuds 40 Hours Playtime TT-BH082  •	Superior Audio Quality: 6mm dynamic speakers and noise isolation deliver clear and flawless in-ear call sound 
readystocklistings,Introducing Echo Show 5 – Compact smart display with Alexa,120.0,1,2,"•	Alexa can show you more – Compact 5.5” smart display ready to help manage your day, entertain at a glance, and connect you to friends and family.  •	Made to fit your life – Cook along to step-by-step recipes. Easily update to-do lists and calendars. Glance at weather and traffic on your way out.  "
readystocklistings,"Bluetooth Transmitter Receiver, Boltune Bluetooth 5.0 aptX HD Low Latency Long Range Wireless Audio Adapter",110.0,1,1,- Bluetooth 5 0 Transmission Featuring the latest Bluetooth 5 0 technology for stable transmission Your wired home stereo and even your old boom box can be Bluetooth enabled with Boltune’s BT-BA002 adapter TX transmits audio from your TV/computer to you.  - Pass through support possesses unique skil
budgetreasures,ASUS router AC1200 RT-AC56S,18.0,0,2,Computer Parts & Accessories
aikiewhite,Crenova Vacuum Sealing System,15.0,1,2,Food Vacuum Sealer BNIB Open seal to test power Well working cond  Self collect at 604A Tampines ave 9
readystocklistings,Xiaomi Mijia MBS302 Universal Replacement Toothbrush Head 3PCS for Mijia Electric Toothbrush T100 - White,10.0,1,2,• Suitable for Mijia Electric Toothbrush T100 • Imported delicate soft toothbrush hair • High density planting • Pass FDA test • Rounded brush head • Environmentally friendly ABS material 
readystocklistings,Xiaomi Coclean Cleanfly Car Wireless Cleaner Portable Vacuum Hand-Helded Dust Catcher Strong Suction,65.0,1,2,"Xiaomi Cleanfly Car Wireless Cleaner - 清蜓便携车载吸尘器
 Small & Portable, Strong Suction, Wireless Handheld, Fast Charging
 
 Features:
 Small & Portable
 It can be put in storage box, cup slot and pocket of your car and save much space. 
 
 Strong Suction & Vacuum Car with Strong Power:
 Pressurise with "
123hobby,Nintendo switch game,0.0,0,2,condition 9/10  come with full set with box  whatapp 97951803  pls text me any game interested 🙂
yiquntec,6.5 male to 3.5 female gold-plated electronic piano electronic drum headset microphone  MIC audio adapter,5.0,1,9,"6.5 male to 3.5 female gold-plated electronic piano electronic drum headset microphone  MIC audio adapter  Specifications: Material: Zinc alloy Craft: gold plating Type: 6.5mm Male to 3.5mm Female  Color: golden 100% brand-new and high quality. Gold plating, portable and durable  Portable and Small,"
readystocklistings,Blue Yeti Assassin's Red + Assassin's Creed Odyssey Bundle,300.0,1,2,"• Includes Assassin’s Creed Odyssey (PC digital standard edition) - Valid only in US and Canada through 6/31/2020 • Blackout Yeti USB microphone with gain control, mute button, zero-latency headphone output • Tri-capsule array—three condenser capsules inside can record and stream any situation • Plu"
readystocklistings,DYMO LetraTag LT-100H Handheld Label Maker for Office or Home (1749027) - Silver,100.0,1,2,"• Handheld label maker has 2 line printing, 5 font sizes, 7 print styles, 8 box styles. 9 label memory, date stamp, and 3 language options • 13 character LCD screen and graphical display on this label printer, allows you to see messages, font and effects on screen before printing. • Prints on Letra "
readystocklistings,"Blue Snowball iCE Condenser Microphone, Cardioid - Black",200.0,1,2,"•	Custom condenser capsule offers crystal clear audio for Skype, Messages and FaceTime •	Record vocals, create podcasts, and add narration to your home movies •	Add crystal clear audio to recordings for YouTube. Frequency Response: 40 –18 kHz •	Easy plug and play directly to your Mac or PC-no driver"
readystocklistings,"YI 4pc Home Camera, 1080p Wireless IP Security Surveillance System",190.0,1,1,"YI 4pc Home Camera, 1080p Wireless IP Security Surveillance System with Night Vision, Baby Monitor on iOS, Android App - Cloud Service Available  •	24/7 Full HD Recording - F/2.0 aperture, 112 wide-angle lens, 1080p/15fps to capture moments with clear picture. Features two-way audio to allow you to "
readystocklistings,3500W Commercial Induction Cooker,180.0,1,1,"•	3500W Commercial Induction Cooker  •	Induction Cooker Material: High Durability Ceramic Plate •	Voltage: 220V, 13AMP •	Max Power: 3500W •	Adjustable Power: 300W - 3500W (starts at 3300W after pressing power button) •	2 Pin Plug"
readystocklistings,"Hatch Baby Rest Sound Machine, Night Light and Time-to-Rise",180.0,1,2,"Both night light and sound machine, Rest is designed using scientifically proven light colors that promote healthy circadian rhythms and melatonin production with white noise to aid sleep. Rest is fully customizable, programmable, and controlled from your smartphone. As your child moves from bassine"
readystocklistings,"All-new Blink XT2 Outdoor/Indoor Smart Security Camera with cloud storage included, 2-way audio, 2-year battery life",340.0,1,1,"2set camera - $340 3set camera - $460  •	Extended battery life – 2 year battery life on two AA lithium batteries with a combination of two-way talk, live view, and motion recording. Double the usage of the XT on a single set of batteries when recording video.  •	2-way audio – Talk to visitors throug"
readystocklistings,"Tile Essentials (2020) - 4 Pack (2 Stickers, 1 Mate, 1 Slim)",120.0,1,1,•	Ring your things: use your smartphone to make your Tile ring when you misplace your things within Bluetooth range; Mate and Slim both have a 200 ft Bluetooth range; Sticker has a 150 ft Bluetooth range •	Find your phone: Can't find your phone? Simply double press the Tile button on your Tile to ma
sg_hotseller,"LED candles,5.5""/6""/6.5""/7""/8""Set of 5 Real Wax Battery Flameless Candles Include Realistic Dancing LED Flames and 10-key Remote Control with 2/4/6/8-hours Timer Function,300+ Hours-YIWER (5x1,Ivory)",20.0,1,5,"Features & details  ✔ PACKAGE INCLUDE – 5 Ivory LED Flameless candles(Size: Φ 2.2"" x H 5.5""/6""/6.5""/7""/8""), 1 remote control, 1 operating manual. Batteries are NOT included  ✔ FLICKERING FLAME TECHNOLOGY - Creates the illusion of real flames. Using 2 high-grade AA batteries can provide 300+ Hours of"
readystocklistings,"Tile Mate with Replaceable Battery and Tile Slim - 4 pack (2 x Mate, 2 x Slim) - NEW",110.0,1,1,"•	Ring your things: Use your smartphone to make your Tile Mate ring when it’s nearby but out of sight •	Find your phone: Can't find your phone? Simply double press the Tile button on your Tile Mate to make your phone ring, even when it’s on silent •	Activate Community Find: If your Tile Mate is fara"
gs.mobile,40% off Mother’s Day Promo!🔥(Turntable) Crosley Collegiate,168.0,1,5,"(U.P $280) Promo till 15th June 2020! Great gift for Mother’s Day!🌹  Nostalgia is a new-age drug for Millennials.   From film photography to calligraphy, retro anything is making its glorious comeback in the world. Similarly, the old-school, analogue features of vinyl records come as a sort of respi"
sgxpress2,Amazonbasics vacuum sealer 30cm,25.0,1,3,Keeps food fresh up to 10 times longer  Prevents freezer burn  Allows for sous vide cooking  Control vacuuming length (cancel button)  Dry/Moist and Pulse Vacuum modes  Multifunctional  Compact design
thebobstudio,New TW2 Sennheiser Momentum True Wireless 2,395.0,1,27,"Sennheiser Momentum True Wireless 2 New and improved version, just released this month Brand new and sealed Two years warranty Retails for $449, here for less.  The Sennheiser’s new MOMENTUM True Wireless delivers exceptional sound quality with superior comfort and craftsmanship. Now you can enjoy S"
game.onz,PENTIUM BUDGET GAMING PC Intel G5400 8gb Ram 240gb SSD GTX 1050 TI ASROCK ZOTAC VEGA F1 VEGAF1,968.0,1,2,"icon AUTHORISED DEALER, BNIB, LOCAL WARRANTY"
readystocklistings,"DOSS SoundBox Plus Portable Wireless Bluetooth Speaker with HD Sound and Deep Bass, Wireless Stereo Pairing",100.0,1,2,"DOSS SoundBox Plus Portable Wireless Bluetooth Speaker with HD Sound and Deep Bass, Wireless Stereo Pairing, Built-in Mic, 20H Playtime, Wireless Speaker for Phone, Tablet, TV, and More - Black  • HD Superior Sound: Dual full-range drivers with passive radiator deliver 16W stereo sound with crisp hi"
readystocklistings,"Twelve South BookBook V2 for MacBook, Vintage Leather Book Case / Sleeve with Interior Pocket for 13” MacBook Pro",100.0,1,2,"Twelve South BookBook V2 for MacBook, Vintage Leather Book Case / Sleeve with Interior Pocket for 13” MacBook Pro W/Thunderbolt 3 (USB-C) and 13” MacBook Air Retina  • Classic Hand-crafted Genuine leather creates a sophisticated carrying case for your MacBook • Two hardback book covers and a rigid s"
artee_71,Audioengine B1 Bluetooth Music Receiver,150.0,0,2,"This is for adding bluetooth capability to music systems.  Simply link your device (e.g. phone / tablet) via bluetooth to the B1, connect the B1 to ur amp (RCA) or dac (toslink) and you're set. Complete box and accessories. rubber surfaces are a little tacky (due to sg heat) 3 yrs old approx.  1 yr "
factory.outlets,Huawei L8 Wireless Bluetooth  5.0 Earbuds Fingerprint Touch Noise Cancelling Headset With Microphone,35.0,1,32,🚚Free delivery to your house   💵Payment by paynow / paylah / bank transfer   Huawei L8 TWS Wireless Bluetooth Stereo Earphone Binaural Calling Headphone Touch Control Headset for All phones With Charging Box  Main Features 1. Color : Red/ Pink / Green / White / Black 2. 3D Surround Sound 3. Bluetoot
silkmoon,🎊INSTOCK Colors backlit i8 Mini Wireless Mouse Touchpad Keyboard Remote TV Box with battery Television Panasonic,18.0,1,3,"INSTOCK   Highlight 3 LED Backlit - Blue, Red , Green. (Press Fn + F2 to change color or turn off light) 7 LED Colors Backlit - Press Fn + Slide on the under part of touchpad, can change 7 colors backlit light!! 92 keys, 2. 4GHz wireless Keyboard with Touchpad. Touchpad DPI adjustable functions. Bui"
drowningf1shy,Customisable We Bare Bears computer large mouse pads,16.0,1,16,"Large mouse pads with many designs available We do custom designs too for just $1 more, just send me the pic Buy 2 to get $1 off Sizes available 900x400x3  $17 900x400x4  $20 900x400x5  $24  800x300x3  $14 800x300x4  $17 800x300x5  $20   700x300x3  $13 700x300x4  $16 700x300x5  $19  Marvel Avengers,"
icycrystal08,Cannon Printer,52.0,1,3,"Brand new Printer. Never used at all but was kept in Storeroom (as shown in image) not for fussy buyers. No warrenty. Interested, pls pmed me for self collect at BEDOK. letting it go at good afforable price."
atsh6,Apple Leather Sleeve for MacBook Air or Pro 13”,100.0,0,4,Changed my Macbook and left with the nearly new black leather sleeve from Apple for the latest MacBook Air or Pro.  Comes with original packaging.  Can pick up from a Cafe in Jalan Besar or by courier mail at cost.  
live_and_let_live,Amplifier Class D with Power Adpater,80.0,1,5,Brand new.  SMSL SA50 50Wx2 TDA7492 Class D Amplifier + Power Adapter (Black)  https://www.amazon.com/SMSL-50Wx2-TDA7492-Amplifier-Adapter/dp/B00F0H8TOC
bitan,"Lenovo ThinkPad X1 Carbon, i7 vPro, 16gb ram, 512 gb ssd",1250.0,0,26,"Working conditions 10/10  Intel®️ Core™️ i7-6600U with vPro™️ (2.6-3.4GHz, 4MB L3 cache) 16GB LPDDR3 PC3-14900 512GB PCIe NVMe SSD 14.0"" FHD (1920x1080), 300 nits WLAN: Intel®️ Dual Band Wireless-AC 8260 2x2 with Bluetooth 4.2 WWAN: Qualcomm Snapdragon X7 LTE-A (Sierra Wireless EM7455) with UMTS / H"
techdealssg,Asus TUF Gaming AX3000 Dual Band WiFi 6 (802.11ax) Gaming Router,299.0,1,10,"LAUNCH PROMO PRICE VALID UNTIL 01/jUN/2020, LATER IS $399  AX3000 Dual Band WiFi 6 (802.11ax) Gaming Router, dedicated gaming port, prioritize game traffic by Gear Accelerator, support AiMesh Whole Home Mesh WiFi, Lifetime Free AiProtection Pro Internet Security, Mobile Game Boost.  Next-Gen WiFi 6 "
gamingasia,Brand New PS4 Slim -Latest PLAYSTATION 4 Slim Sealed set,399.0,1,38,"Brand New Latest PLAYSTATION 4 Slim (PS4 slim) Sealed set   English language setting/menu selectable No region lock, Asia, US, Europe game titles all playable  Local set with warranty by Sony    Playstation 4 Slim Black console (standard 500GB HDD)  1 yr warranty by Sony Normal price $499, now $399 "
prosumerparadise,Sony Alpha A7RIII Mirrorless Full Frame Camera with Autofocus (Body Only) - Comes with Free 64GB card & FZ100 Battery- A7R3,3699.0,1,10,"Sony α7R III is an ideal partner offering superior speed, high-resolution imaging, pro-class operability and reliable performance even under harsh conditions.  Features: - 42.4 MP 35 mm full-frame Exmor R™ CMOS and enhanced processing system - Standard ISO 100-32000 range (upper limit expandable to "
leanpeach,Philips Wakeup Light,90.0,0,2,"Best wake up light on Wirecutter as it has full spectrum light and the brightest bulb. Selling as have upgraded to a newer model, but is working well.   HF3520/60 model. Please note it has a US plug but will only need a simple adaptor as is dual voltage.   Retails for 90USD. Price includes delivery "
sgluc,Electronic Auction Pallet,5.0,1,9,Whatsapp me @ 83171656  Want to start your own small business? Need someone to assist you ?  We able to supply pallet for your auction and cater to your needs  $5/kg
kelvinngzw,"Mint Condition Apple macbook pro 13"" Retina A1502",850.0,0,40,"Mint Condition Apple Mac book Pro 13"" Retina 2015  Running on:: Intel core i5 2.6ghz 8gb 1600mhz ddr3 ram 128gb ssd Intel iris 1536mb Battery cycle count 82  Interested party pls call 96602346 **Limited sets only"
leanpeach,Xiaomi Ecosystem Eye Massager Momoda,45.0,1,9,Eye massager with graphene heat and feels like a hand massage! Bought on impulse and never used. Retails for 70.   https://www.google.com/amp/s/en.xiaomitoday.it/xiaomi-momo-eye-massager.html/amp
sailormoon80,ASUS TUF GAMING AX3000,248.0,0,9,Used. Meet at Thomson or Bishan. 
along123,PiTFT Plus 3.2in Touchscreen for Raspberry Pi (Adafruit),67.0,1,12,Pls visit my blog @ https://fauzi1972.blogspot.sg or @ https://www.youtube.com/freaker126  PiTFT Plus 3.2in Touchscreen for Raspberry Pi (Adafruit)  *This is a pre-order. need make payment first. 3-5 business days. Can use paylah!  Watch demo setup here: https://youtu.be/4u1NKok2-BE  Great for your 
casterlylaptops,Refurbished Dell E7270 i5 6th gen / 8GB / 128GB,399.0,0,20,Refurbished Dell E7270 i5 6th gen / 8GB / 128GB 
keyanwow,Super Fast Deal !! Custom Built Gaming Desktop,550.0,0,12,Specs :  CPU : Intel i5-7400 GPU : GTX 1050ti RAM : 8GB SSD : 120GB HDD : 1TB  Willing to throw in my Logitech G213 Prodigy Gaming Keyboard for free  Selling it as I’ve stopped gaming and need money urgently due to covid-19 loss of job  PM me if you’re interested 
oceanbeauty,HP Printer 8730 (*Relatively New),229.0,0,8,Condition : Lightly used as rarely print so condition is as good as new (*u can zoom in photo to see details)  Cartridge model : 952  Viewing can be arranged. U may sms/whatsapp/carousell at 90722622. Thank you.  Specs :- 6-colour photo scanner for colour accuracy & impressive high-quality. 96-bit p
pasarmalamgoods,Instock Laptop Elevating Feet Stand Cool Down Heat Remover Instock,4.0,1,37,"Ready stock. Brand new in packaging.  $4 / set (comes in 4pcs of cool feet)  Detachable, suction elevating feet for notebooks and tablets.  Provides optimal keyboard angle  Keeps laptop isolate from heat  Collect at north,east,central mrt station (min 2set or any $5 purchase) or Normal mail $0.90, R"
alradon,Amplifier,250.0,0,17,can nego! :))
jarrydchen,Xiaomi Mi Airdots (Local Set!),48.0,1,14,Brand new with 1 year Xiaomi local warranty  Options: 1) White $48  How to order: 1) Please PM me with the option number and your contact number for stock reservation 2) I will reserve the stock for you and inform you once ready for collection 3) Please come to 2 Kallang Ave #06-22 CT Hub S339407 on
garangguniman,Samsung Buds (NEW),150.0,1,5,Brand new unopened Samsung Buds. You get what you see.  Seal intact with 1y Samsung Warrenty (To register online after purchase)  No low ballers. PM for more info and slight nego for fast deals. Only deal at mentioned location.
casterlylaptops,"Premium Refurbished, like new. Dell Latitude E5450 with webcam WFH HBL i5 5th gen/8gb RAM/128GB SSD/Win 10",349.0,0,42,Actual pictures. 
kibuys,Lenovo YOGA S740 - Iron Grey (Highest Spec),1689.0,0,20,Top specs Lenovo YOGA S740 - 14 inch in Iron Grey available  Comes with:  Latest 10th Gen Core i7-1065G7 Processor 14' UHD IPS 500nits HDR (non- touchscreen) 16GB Ram Nvidia Geforce MX250   1TB PCIe SSD 3x USB ports ( 2x USB A and 1x USB C ports)  Bought in late October last year with warranty endin
cashkey,"Monitor Audio ""Monitor 9"" Speakers",300.0,0,6,"Self collect at my place, Blk 236, Pasir Ris St 21, S(510236) Call or Msg Me at 96660233.
 A Pair of Monitor Audio ""Monitor 9"" Speakers. no warranty and no box. $300"
tang.alwyn,Logitech G613 wireless mechanical keyboard,65.0,0,27,selling used Logitech G613 keyboard. No box just keyboard with the dongle.
buapz,Weekend SALE! Anker PowerPort Atom PD 1 30w PD USB C charger Apple iPhone pro max MacBook Nintendo Switch Microsoft surface samsung,27.0,1,2,"This weekend only! Selling brand new sealed Anker PowerPort Atom PD 1 USB C charger.   Can fast charge Apple iPhone, iPad Pro, MacBook or various Android phones or tablet laptop at 30w pd Nintendo Switch   18 months local warranty   Going for only $27 this weekend!  Bundle with Anker USB C to Lighti"
danlim65,Cocktail X12 CD ripper/player w amp,650.0,0,37,Cocktail X12 CD ripper/player with built in amplifier Comes with 2TB Build in HDD With WLAN port for streaming
littlemusique,Yanmai Omnidirectional USB Microphone,42.0,1,28,Yanmai Q3B Desktop Wired USB Condenser Microphone Mic with Mini Tripod Stand for Playing Music Recording Online Chatting Singing Network
cashkey,YAMAHA NS-30X Vintage Speakers,449.0,0,27,"Self Collect at my home. Blk 236, Pasir Ris St 21, S(510236) Call or Msg Me at 96660233
 Yamaha NS-30X Vintage Speakers. No Warranty and No Box. $449"
icb_gadgets,Eneloop Pro battery AA 2500mAH Panasonic rechargeable batteries ,20.0,1,7,"Panasonic 1.2V Pro AA 2500mAh NI-MH battery For Camera Flashlight, Toys , Remote Control .  Lower cost option Rechargeable battery AA    Deal in Queenstown or delivery "
gudealz,"Cordless Handheld Vacuum Cleaner, 【2nd Gen】 14.8V 100W Strong Cyclonic Suction Portable Rechargeable Hand Held Vac, Wet Dry Vacuum with Lithium and Quick Charge Tech for Home",52.0,1,9,"【6000 PA POWERFUL & CYCLONIC SUCTION】 Handheld vacuum with 90W powerful motor & dual-action filtration system provides 6000 Pa strong suction to clean up all garbage in seconds, great for cleaning dust, crumbs, pet hair, as well as liquids. Please note: Turn off the machine when charging.
 
 
 
 【20"
itgad,Android/Smart TV,699.0,1,3,"AIWA 50"" LED TV (UHD 4K Android Smart) - Able to downloads applications onto the TV  MONTH OF LABOR DAY FLASH SALE!!! U.P : $799 Now : $699 (WHILST STOCK LAST)  *Additional $30 for delivery to door-step. Self-collection available as well. "
amazing.gadgets,E3604 Sound Bar for TV Excelvan Soundbar with Subwoofer TV Speakers 40W Surround Sound Speakers System Bluetooth BT 5.0 Laptop USB Input 3 EQ Modes Easy Installation with Remote Control,105.0,1,15,"★★Wired & Wireless Connection: Equipped with AUX and optical input, easily works with most devices, such as TV, projector, PC, DVD player, etc, supporting USB flash disk and TF card.Adopts the newest BT 5.0 technology, this soundbar can be connected to smartphone, tablet, laptop and other Wireless-e"
sapphirepcs,GTX 1650 SUPER + RYZEN 5 3500 GAMING PC DESKTOP,750.0,1,33,"-Business still operational- Registered Business! Delivery service to doorstep $18-26 Warranty included. Windows 10 PRO ""Genuine"" included for all desktops All New & Sealed Picture for illustration! The lastest RYZEN 5 3500 - On par with the Ryzen 5 3600 at gaming performance!  SPECS : -CPU: RYZEN 5"
tegoehh,Logitech G Pro X Gaming Headset,195.0,1,2,"Condition: Brand New (Sealed) 2 Years Local Warranty by Logitech  -Latest version -Blue Vo!ce -Surround 7.1 Sound -Box includes carrying bag & extra ear foams  Same day delivery available, fees depend on where you stay. Alternatively you may opt for mailing as well.  Complete your gaming experience "
itgad,Android/Smart TV,799.0,1,2,"AIWA 55"" LED TV (UHD 4K Android Smart) - Able to downloads applications onto the TV  MONTH OF LABOR DAY FLASH SALE!!! U.P : $899 Now : $799 (WHILST STOCK LAST)  *Additional $30 for delivery. Self-collection is available."
ckaudio,Harbeth Super HL 5 Plus Speakers in Rosewood Finishing,6000.0,1,28,Color: Rosewood 10/10 in New Condition! Made in England.  Photos taken are Actual Item. Items are kept in Original Boxes.  Whatsapp/Call :+65 9632 3618 for more info.
nubi8,PSB alpha B,200.0,0,1,Audio
lyntonlee,RAZER HAMMERHEAD TRUE WIRELESS EARBUDS,135.0,1,33,"Brand new set / SEALED SET 
 Authentic RAZER HAMMERHEAD TRULY WIRELESS EARBUDS
 2year Local Warranty
 
 FREE TRACKED COURIER SERVICE! (From 13th April to 4th May 2020)  *Invoice will be issue upon purchase.
 
 Usual price: $159
 
 Special deal for Self collection at city plaza #01-25 only at $135!!!"
covid.sale.clearance,BM 800 Microphone Condenser Sound Recording Microphone With Shock Mount For Radio Broadcasting Singing Recording KTV Karaoke Mic,68.0,1,40,"BM 800 Microphone Condenser Sound Recording Microphone With Shock Mount For Radio Broadcasting Singing Recording KTV Karaoke Mic     Description: It's never been easier to get high-quality sound for your voice and audio recordings.  At home, the office or anywhere - the professional condenser microp"
tarotwo,Sony XBA-100,60.0,0,8,"Bought off amazon a few years ago for $100++, selling at a loss. Will include the triple flange tips and the westone hard case in the picture. Stable mids with nice bass BA earphones that i've not been utilising because of the convenience of the bluetooth revolution. Clearing my audio gear to fund o"
smexylexi,Sennheiser CX 6.00 BT wireless earphones,60.0,1,15,"Sennheiser CX 6.00 BT wireless earphones Comes with 3 more pairs of earbuds for different ear sizes  Good sound quality for its price  UP $169 New, selling cheap dm to nego"
snavysealssg,Alo Audio Rx IEM portable amplifier,200.0,0,14,https://www.connect-it.com.sg/brands/alo-audio/rx.html  https://www.aloaudio.com/shop/rx/
xtremesolution,**CLEARANCE** Poker 3 RGB Mechanical Keyboard,149.0,1,26,BNIB Receipt will be provided  1 Year Warranty By XtremeSolution  Available in Cherry MX Black or Silver(speed) switches ONLY  Tags Poker 3 RGB Black White Cherry MX Brown Red Speed Silver Black Switches
ero-sennin,NEW Officejet Pro 8720,300.0,1,1,New Officejet Pro 8720 all in one printer    FULL SET  Never get the chance to use this printer. Item is still inside box with plastic wrap (See pic 5)  Self Collect / delivery  at additional cost. 
michael55c,HTC Vive VR Kit Standard,425.0,0,1,Selling my used HTC Vive VR standard kit. Bought at about 1000 SGD a year and a half ago and selling at a big loss as I no longer use it. All accessories and cables included at used condition. Eye rest and ear bud rubber replace for sanitary reasons.  Delivery $25
hanhee,Gaming Headset,15.0,1,5,"Etpark Gaming Headset for PS4 Xbox One  ⭐️Premium Stereo Game Sound  ⭐️Lightweight and Compact  ⭐️Skin-friendly leather material  ⭐️Compatible with: SONY PS4 PC Tablet Laptop Smartphone.Great for VoIP, Skype, and other chat programs  Payment Mode Preferred :  ⭕ PayLah! ⭕ PayNow  ⭕ Bank Transfer  ❌ N"
c4ctusj4ck,RAZER BLACKWIDOW X TKL (TOURNAMENT ED) NO WARRANTY.,80.0,0,62,USED BUT QUITE NEW. 2months old but used 3 times in 1st month and back in the box. Condition i’d say 10/10.   rfs: keyboard doesnt fit my desk. Got a 60% keyboard and this became a spare.  PRICE FIXED. Your gain my lost.  DM FOR ENQUIRIES. 
ourpuggy,Power amplifiers,180.0,0,15,"item in good condition like new. no remote , apparently the original aren't working. apart from that all working great.."
batman2704,Sony WF-1000XM3,210.0,0,52,"•Rarely used. Almost like brand new, charged only once.  •Condition 10/10 No scuff marks or scratches. Comes with batman protective case as seen in picture  •No local warranty  •Comes with original box and interchangeable eartips untouched •All features are functioning   Note that I will only be doi"
tanlim58,Msi  motherboard (1150)for 4gan,120.0,0,8,1) motherboard is working  2) i7 4790    (SPOILED )  My block collect oso can.
mariabituin,APPLE WATCH Series - 5,583.0,0,11,44mm - GPS Comes with full accessories Used but not abused Slightly negotiable   DM is the 🔐 
neverwalkalone159,"K926) QKK [2019 Upgrade] Mini Projector [with Tripod] LED Projector Full HD 1080P Supported, 170"" Display for TV Stick, Video Game, Blue Ray DVD Player, Smartphone Home Theater Entertainment, Dual USB Port",110.0,1,17,FULL HD 2019 latest Upgraded projector 1080p supported - our QKK 2019 latest Upgraded Mini projector is great designed for indoor and out door movies in dark. You will surely enjoy your happiness movie night with your family easily. [Not recommended for ppt presentation! ] Highest Native resolutions
donttalksomuch,SanDisk Ultra 200GB SD card,40.0,1,9,SanDisk Ultra microSD UHS-I Card 200GB Up to 100MB/s Sequential Read Performance UHS-I Class 10 10-Year Manufacturer Limited Warranty  Self-collect only at my place: $40 Meet ups: $55 Mailing: $55 + mailing cost   The SanDisk Ultra® microSDXC™ UHS-I card is perfect for recording and watching Full HD
emoog,FOINNEX USB C to HDMI Adapter with PD Power Charging (4K@60Hz),40.0,1,2,"SELLING NOW : 🔥$40.00🔥  [Model code: 2.TC-HPD01] - Support Nintendo Switch  【60W PD (Power Delivery) Charging】Stream sports events, watch movies, gaming, and show photos/albums directly from your devices (Samsung Galaxy S10/S9/S8 Plus/Note 8/Note 9) to TV/Monitor and never miss the game-winning touc"
esterification,Singer Sewing Machine,199.0,1,2,-Model: 8280 -Price flexible depending on decisiveness of buyer. -Delivery/Meet-up negotiable 
bizgramsales,Epson Expression Home XP-442 Inkjet All-in-One Printer,0.0,1,6,Condition : New Price : $128 A deposit of 50% of the product must be put.You can pay the deposit it via PAYNOW or PAYLAH to Phone Number : 82339555 or go to our shop at #5-50 SIM LIM SQUARE 1 ROCHOR CANAL ROAD SINGAPORE 188504 to pay the deposit.  For ANY enquiries about the product please visit our
techsupport_e3,PS4 repair and replacement of Network / Display controller Integrated Circuits chip,95.0,1,22,"Due to the recent events of Covid-19, walk-ins/collection will be temporarily unavailable.  Drop us a message if u need any pickup service. All DIAGNOSTIC TEST FREE !!! Repair and replacement of Network / Display controller Integrated Circuits chip ( up to 6 month warranty depends on repair job & Pa"
ivannn,MacBook Pro 13 2017 Space Grey (No Touch Bar),990.0,0,10,"Condition: 10/10 (No scratches, no chips, no dents) Hardware: 10/10 (Ran diagnosis with Apple, all hardware in full working condition) Battery condition: Normal, 153 cycle counts Charger included.  Bought in 2019 from Apple SG. (Refer to 2nd pic). Warranty coverage ended in Feb 2020.  Refurbished se"
ez.pcs,I7 Gaming Desktop PC,699.99,0,7,Payment via paynow. Free delivery to doorstep via lalamove.  CPU : i7 4790 @ 4.0 GHz Turbo Motherboard : Acer OEM LGA 1150 Ram : 16 GB ddr3 GPU : Nvidia Titan 6 GB SSD : Intel 256 GB PSU : Hydro FSP Hexa+ 550W Peripherals : Dvd drive OS : Windows 10 Pro Activated  This rig will play 1080p at ultra a
littlemusique,Audio Y Splitter to 2 Stereo 3.5mm Jack,18.0,1,3,READY STOCK  Accessories for Audio.  To split your 3.5mm Audio Jack to 2 Audio Jack for your Microphone and Speaker / Headset / Earphones. 
nisha.fonz,Popsical Karaoke Unlimited with popsical box,250.0,0,2,Audio
archlight,D-Link Router,5.0,0,1,working condition. selling it because change to google home.
keyfth_,"Custom PC i7 4790, 8gb ram, GTX 950",550.0,0,2,Intel i7-4790 3.6ghz 2 x 4 GB Vengance pro Msi Gtx 950 256 GB ssd 1 TB hdd Msi z97 pc mate Archer cpi express wifi card corsair air 540 white MS windows 10 home
xtremesolution,Logitech Metal Headset Stand,29.0,1,4,Logitech Metal Headset Stand   BNIB  No warranty for this product Fixed price. No nego.
jadesound,Raysonics CD 138 tube cd player,819.0,0,23,Excellent top 100% super working condition this top loading Canada cd player. Using 2pcs 6922 tubes. Come with solid remote and manual. Is superd sounding player New was $2570 US. Now S$819.00 only.
ilmir1984,Vacuum cleaner,35.0,0,1,Vacuum cleaner. Was used a few times only. Very good condition. Pick up at Floravale condo.
thor86,Asus laptop,350.0,0,13,Laptops
itsjazz,Oki 7411WT Printer,2800.0,0,6,"Unused Oki 7411 printer for Sale! It is still under warranty, PM us to enquire! Opened to check if there are any defects only! Great printer if you are looking to print heat-transfer apparels and bags as it supports white ink printing!  The Pro7411WT A4 white toner printer prints in any colour, incl"
