Seller,Product,Price,Quality,Likes,Comments
hydratoraudio,Behringer C-2 Matched Studio Condenser Microphones,S$79,New,50,"2 matched condenser microphones for stereo studio recording and live applications
 Ideal as main and support microphones for studio and live applications
 Cardioid pickup pattern for effective feedback elimination
 Low-mass diaphragm for ultra-wide frequency response and ultimate sound reproduction
"
zengbin0306,Lenovo ThinkPad X230,S$229,Used,8,"Intel Core i5 -3320M , 3rd Generation, 4G ram, 320GB storage , 12.5 inch ,HD camera,WIFI , Windows 10 pro. Battery in good condition, life 2-3 Hrs. Come with original charger. No any tiny issue at all. Working perfectly and never be fixed/ repaired. Firm Firm on price."
torulychu,Dell Laptop,S$250,"Laptop is in working condition. It has Intel core i3, 2.1 GHz processor.",15,New Carouseller
alfred_era,The Tapestry / enjoy up to 5% discount!,"S$888,888",888 sqft,3,Spotlight
bloberme,"Bravedge Mini Multi Tool Pliers, Pocket Multi-Purpose Knife, Folding Keychain Tool with Saw, Screwdriver, Bottle Opener, Carabiner, Portable Stainless Steel EDC Tool for Camping, Survival, DIY",S$32,New,13,"★【7 in 1 Multi-tool Pliers】- The Pliers is equipped with 7 functions, including Needle-Nose Plier, Standard Pliers, Cable Cutter, Saw, knife, Bottle Opener, keychain so that it could work on different situations. ★【Durable material】- The main part of the pliers adopts durable stainless steel materia"
branwong,"15 Pcs Soldering Kit with Stand, 60w Adjustable Temperature, Desoldering Pump, Wire Cutter and Carrying Case",S$19.90,New,28,Others
t258jgn,[READ THE DESCRIPTIONS] ASRock DeskMini A300 AMD Ryzen 3400G Small Form Factor Mini PC BAREBONE Bundle (Ryzen Asrock Crucial ADATA Samsung Noctua ID-Cooling),S$820,New,162,"👍👍 CASH / BANK TRANSFER / PAYNOW / PAYLAH PAYMENTS ONLY 👍👍 
 ⛔❌NO CAROUPAY & CARDS PAYMENTS ❌⛔ 
 
 PLEASE SCROLL DOWN & READ THE DESCRIPTIONS BELOW!
 
 
 AMD RYZEN 3000 DESKTOP READY printed on the box. (See 4th picture) 
 
 SAME SIZE AS NORMAL PC ATX POWER SUPPLY 
 
 SLIGHTLY BIGGER THAN YOUR PALM "
xtremepc,PROMO!! Ryzen 5 3600 + GTX 1070Ti + B450 + 8GB RAM + 240GB SSD Gaming Desktop PC,"S$1,025",New,10,"!!GTX 1070Ti Gaming PC!!   **Better Performance than AMD RX590 in any games**  Whilst stocks last. Best deal in town!. Enjoy free delivery islandwide, you just need to wait in the comfort of your own home while we work on your dream rig!. 😎  !!Please Read!! ________________________ * Trade-in your o"
joycelynwong,TOP 5 Selling Condo D19,"S$705,000",484 sqft,22,Spotlight
sunnylemondrop,Hellolulu Hot Pink Camera Bag,S$40,,16,"Condition: Used once Remark: Bought out of impulse buy. Fits a PNS camera. 17L x 9H x 8W (cm)  Meet up: SK, CQ or town (depends on day n time)"
newchapters.,LED SnapBack Baseball Caps! Super Stylish and Cool! 3 light mode!,S$12.50,New,164,"Ideal for parties, concerts, events and clubs! Ideal for family outings with your kids and children! 3 light mode: fast, flicker and slow! Features: 1.suitable for Hip-hop,baseball and other activities. 2.LED Light makes your more different and catch peoples eyes. 3.Scientific design,2 switches,one "
jhonlittle315,Dell E6230,S$180,Used,4,"DELL LATITUDE E6230, CORE i5-3340, 3RD GEN, 4 GB RAM, 500 GB HDD, 12.5 INCH DISPLAY, 2.6GHz, WINDOWS 10 INSTALLED, GOOD CONDITION,  FREE BAG & CHARGER, (REFURBISHED),"
janeyyyy,NEW Harman Kardon Onyx Studio 3 (Black),S$150,"Hi there!  Selling brand new, unopened Harman Kardon Studio 3 (Black) Wireless Bluetooth Portable Speaker.  No warranty; received it as a 2018 Christmas present.  Feel free to contact me :)",3,New Carouseller
newchapters.,Electric Engraving Tool Machine! DIY Gifts and Present!,S$8,New,169,"Engrave and DIY your own gifts! 
 Features: Everlasting message on gifts and trophies. Portable size, easy to carry and use. Security identification on valuable appliance. It is a good tool for you to DIY the special gift for your lover, friends, family etc. Application: metal, stone, glass, wood. A"
newchapters.,"USB Air Ionic purifier Ionizer Car, Home, Office and Laptop Clean Haze Air!",S$8.50,New,163,"Enhance your children, kids and family health and well being with this gadget!  -keep your car air clean!  Description : This is a USB  ionizer, emitting healthy negative ions into the air by carbon fiber brush system, effectively remove the air of smoke, dust, allergen, refresh the air. Small and f"
duodynamic,Eligible up to 30k grant! (seeking interests),"S$899,999",840 sqft,3,Spotlight
tchuanhock8,USB A / Micro USB Digital Audio DAC Cable,S$39,New,4,USB A / Micro USB Digital Audio DAC Streaming Cable Hand Audio local hand crafted design with Europe ultra high purity 99.99%OFC conductors wires  Highly shielded excellent rejection of RF/EMI noise  Sleeve with protection jacket  50cm in length  Triple Electro magnetic screen   Postage Singapore Po
deptrai.xx,*OFFER*Apple Airpod Gen 2 (free LV case),S$98,New,22," 1. Air-pods 2.0 has four more functions than airpods 1.0 -- 1) wireless charging function, 2) in ear detection, 3) rename, 4) GPS. (in ear detection --  take out the earphones from your ear, music will stops automatically; put the earphones back to your ear, music automatically play.)    Features: "
just_be_honest,"Noise Cancelling Headphones, Boltune Bluetooth 5.0 Wireless Over Ear Headset with Hi-Fi Deep Bass, 30 Hrs Playtime Bluetooth Headphones with CVC 8.0 Mic for Travel Work TV PC Cellphone",S$50,"Features & details Latest AMS AS3435 noise cancelling technology: cancelling the noises in just one second No matter when and where you are. Boltune active noise cancelling headphones can reduce the noise with the upgrade active noise cancelling technology, even when you are at a busy street, flight",3,New Carouseller
bryan0903,Asus RT-N56U Router,S$12,Used, ,Computer Parts & Accessories
element.mustika,FORTUNE LUCK King Centipede Pearl - Geliga Lipan Amulet Takrut  Wealth Fetching & Windfall,S$18.18,Wealth Fetching King Centipede Pearl  Geliga Lipan | Satpadi Mani | 蜈蚣珠  Most Powerful Mustika stone for  Luck & Wealth Fetching    💰 Winning Testimonials from customer - please have a look in the link below  http://www.elementmustika.com/2019/08/windfall-testimonials-centipede-pearl.html?m=1  Centi,55,Spotlight
momoforyou,Hari Raya Special: 5050/ 2835 RGB LED lights with light bar set-Epoxy waterproof colorful discoloration led lights -12V infrared remote control 44 keyboard LED light fixture with light bar set,S$21,New,29,"Hari Raya Special!  LED lights to brighten your house!  Length: 5 meters  # 2835 ：21 SGD 44 keyboard LED light fixture with light bar set - waterproof (seven-color light)   # 5050 ：29.5 SGD  44 keyboard LED light fiture with light bar set - not waterproof (monochromatic light, seven-color light)    "
bristolrd,"Lenovo IdeaPad 310-15ISK Keyboard, Trackpad and top chassis (New) for $35.00",S$35,"Bought this to replace a defective key on my Lenovo IdeaPad 310-14ISK Keyboard (it is simpler to replace the whole top chassis, with keyboard and trackpad, at one go. Ordered from SGShop, but I didn't check carefully the size of the keyboard. What was delivered was for a 15-inch model, but mine's a ",1,New Carouseller
newchapters.,Bluetooth USB Dongle for All Electronic Products! Version 2 and 4 available!,S$8.50,New,162,"V2.0 is $8.50 V4.0 is $10.50  Specification: - Bluetooth specification V2.0 Compliant - Supporting profiles : Networking, Dial-up Fax, LAN access and Headset - Operating system: Win 98, 98se, Me, 2000, XP, Vista, Win 7 - Interface: USB compliance - Symbol rate: 3Mbps - Receiving/Sending range : 0-10"
newchapters.,MP3 Player With Clip! Stylish And Sleek! For Sports and Daily Use!,S$8.50,New,171,"This stylish MP3 player will be accompanying you throughout when you are exercising, going to work and going home from a party!   +earpiece:$2 +charger: $1.50  Support 2/4/8/16GB Micro SD/TF card Memories  (not included) Plays mp3 music. Simply copy/paste the mp3 files from your PC to the MP3 player"
newchapters.,Laptop Cooling Fan Foldable Stand! For Gaming and Working Laptop! Cooler Pad! Stylish!,S$11,New,186,"Stylish and sleek! Foldable and portable! Ideal for gaming laptop and working laptop! Can be used as stand! Prevent your gaming laptop from heating up so that you can played and enjoy your game longer!  Features: 1. USB powered cooling pad for laptops, netbooks, tablet PCs etc where USB powered cool"
move_move_movers,"Move Move Movers, move to a better place🏠🏠🏠",S$28.80,"WhatsApp link: Https://wa.me/6583325196 Free quotation  Free boxes 📦📦📦 Free Wrapping No hidden cost   Website:  www.movemove.biz www.movemovemovers.com Email: movemovemovers.com@gmail.com Office: #05-35, Pioneer Junction, 3 Soon Lee Street Singapore 627606  - Professional service, full time experien",429,Spotlight
newchapters.,"Camera Lens, Watch, laptop Cleaner Set! Ideal For Business and Personal Use!",S$9,New,162,"-Very versatile cleaning set for camera lens, watches, laptops, electronics and Gadgets! -For business and personal use!  Suitable for: Camera, Videos, Lenses, CCD and other optics.  1. Lens Cleaning Pen Brush  Safe for all lenses,inclunding multi-coated surfaces.  Unique cleaning compound will not "
newchapters.,Telescopic Magnetic LED Light! Extendable Flexible Torchlight! Pick up Tool!,S$10,New,125,"Ideal when you want to pick things up from the car edge and the seat! Prevent wasting hours and energy taking keys and items from the side of the car! Multipurpose to search in tight corners or holes! Find your metal screws, bolts and other small items with ease!  Features: Telescoping Torch LED Mag"
newchapters.,Telescopic Magnetic LED Light! Extendable Flexible Torchlight! Pick up Tool!,S$11.50,New,127,"Ideal when you want to pick things up from the car edge and the seat! Prevent wasting hours and energy taking keys and items from the side of the car! Multipurpose to search in tight corners or holes! Find your metal screws, bolts and other small items with ease!  Features: 1. This Flexible Torch is"
bee.movers,Disposal services,S$50,WhatsApp link : https://api.whatsApp.com/send?phone=6591905980  ☑️.Guarentee our service is top notch standard!  We beat all prices in all platform!   💠Whole House/office mover 💠Disposal service  💠Assembly and dismantling  💠Storage   Get a accurate and affordae quote from us for your house /office m,40,Spotlight
twigs.08,LCD digital battery tester,S$6,New,4,Bnib 
joseph_lim_cs,Window Casement Aircon,S$310,Used,58,"Sanyo Casement aircon   $310 reconditioned unit self collect with free overhaul chemical washed, on top of that it come with free remote control, unit also tested and ensure it is cold and enough gas plus not so noisy.   Can choose different options below:-  1. Can top up $10 with delivery only . To"
nofakestuffshere,Sony WF-1000XM3,S$220,Used,12,"- Bought January 2020, lightly used, condition 10/10 (as good as new) - In casing since day  1, original earbuds not used before - Reviewed 5 stars by What Hi-Fi : https://www.whathifi.com/reviews/sony-wf-1000xm3  *Meet up at my convenience "
caroupart,2.5”/3.5 “Dual SATA HDD Docking Station Clone& Erase,S$20,Used,11,Use  one time only for data recovery  Including: Charger x1 Docking station x1 User manual x1 Package box x1    
bee.movers,Piano Specialist,S$100,WhatsApp link : https://api.whatsApp.com/send?phone=6591905980  ☑️.Guarentee our service is top notch standard!  We beat all prices in all platform!   💠Whole House/office mover 💠Disposal service  💠Assembly and dismantling  💠Storage   Get a accurate and affordae quote from us for your house /office m,35,Spotlight
hs00050,Kohree LED Strips TV Backlight Bias Lighting Kits RGB Light,S$19,New,7,"【Multi-color Led TV backlight 】16 Color Selection: White, Red, Green, Blue, Yellow, Pink, Purple, among others Customize your workspace with 60 vibrant LEDs to create a romantic home theater, light up your TV, the glow will brings a festive feel to the room and it also doubles as decoration light no"
maxgangstalava,Protective Cover For Airpod Pro,S$25,New,1,Never been used before.  Still brand new in plastic with box.
splendorplus223,Dell E6230,S$180,Used,8,"DELL LATITUDE E6230, CORE i5-3340, 3RD GEN, 4 GB RAM, 500 GB HDD, 12.5 INCH DISPLAY, 2.6GHz, WINDOWS 10 INSTALLED, GOOD CONDITION,  FREE BAG & CHARGER, (REFURBISHED),"
electronicgarageyard,LG LED Personal TV Set,S$60,This set is in great condition - the screen is 22 x 14 inch; comes with remote controller.  We’ve bubble wrapped the set & will delivery to your residential premises for $10.,1,New Carouseller
bernicexxlim,Headset,S$48,New, ,Brand New - foldable 
lalolili,Car bluetooth FM transmitter,S$20,New, ,price negotiable 
doctorbattery,Brand new VARTA AGM (Made in 🇩🇪) Silver dynamic for all European car,S$1,"For more information and details,  Call Cavin @ 94313593 Call/WhatsApp @ http://wa.me/6594313593 Book your service on our website: www.DrBattery.sg  Free delivery + On-site-installation + Disposal of old battery + Friendly Service All from just $75 - No hidden charges or fees.  What we need to fix y",8,Spotlight
tvmountsg.com,"Full motion monitor wall mount 10-27"" Whatsapp 8778 1601",S$25,New,4,Model NO:L100 TV Size:10″ – 27″ Weight Limit:3kg VESA Compliance:- 75 x 75mm – 100 x 100mm Tilt Angles: -15º ~ +15º Swivel: 180º Cable Management:No Min. Extension: 42mm Max. Extension: 350mm Colour: Black Material:AL A380 Surface Treatment:Powder Painting Coating Finished  1. Kevin Tel +65 3156 362
ohaigorgeous,Quran Portable Radio,S$20,New,20,"30 Juzuk Al-Quran and Terjemahan, Nasyid, Doa dan Selawat   Description :  1.FM Radio •	FM Radio (87.5 - 108 MHz) •	Come with auto search program and auto save channel. •	Memory play by interrupt stacking. •	Digital remote music play. •	3.5mm cable input/ear phone slot. •	Support micro SD card and U"
icore78,Tplink TL-PA4010 powerline adapter,S$20,Used,2,selling a pair of tp link powerline adapters . still in good working condition
fayth_tan,Extension plug,S$3,Used,1,2 pins plug
daphne.tan.908,SME Accounting,S$0,"We provide the following services: - Book Keeping Service- monthly or yearly  - Set up chart of account  - Financial Reporting - Audit Schedules - Special audit - Incorporation of new company - Secretary services (eg increase the share capital, resign and appointment director) - GST Preparation & Su",18,Spotlight
clutter_away,"[BNIB] Mixcder E7 Active Noise Cancelling Headphones Bluetooth 5.0 Wireless Over Ear Headset with Hi-Fi Deep Bass, 30 Hours Playtime, Quick Charge, CVC8.0 Mic for PC/Cell Phones/TV - Black",S$45,New,3,"PEERLESS ACTIVE NOISE CANCELLING - Mixcder E7 noise canceling headphone adopts the professional ANC technology, active noise cancellation, which keeps noise out and music in, so you can get deeper into your music, work or whatever you want to focus on.  LATEST BLUETOOTH 5.0 TECHNOLOGY - Upgraded E7 "
cryshead,Ricoh Aficio 3224C multi-functional copier,S$150,Selling Ricoh Aficio 3224C multi-functional copier. What you see is what you get. Also will consider selling only toner set and used toner cartridges for the same price. Toner levels you can see on the screenshots. Basically gave up to repair this machine. The reasons: 1) Drum is gone 2) Last time i, ,New Carouseller
